,RENGLON,AÑO,ENTIDAD,CVE_GEO,EDAD,SEXO,POBLACION
69708,69709,2020,Baja California Sur,3,94,Hombres,39
69709,69710,2020,Baja California Sur,3,94,Mujeres,73
69710,69711,2020,Baja California Sur,3,95,Hombres,30
69711,69712,2020,Baja California Sur,3,95,Mujeres,57
69712,69713,2020,Baja California Sur,3,96,Hombres,23
69713,69714,2020,Baja California Sur,3,96,Mujeres,45
69714,69715,2020,Baja California Sur,3,97,Hombres,16
69715,69716,2020,Baja California Sur,3,97,Mujeres,34
69716,69717,2020,Baja California Sur,3,98,Hombres,11
69717,69718,2020,Baja California Sur,3,98,Mujeres,25
69718,69719,2020,Baja California Sur,3,99,Hombres,8
69719,69720,2020,Baja California Sur,3,99,Mujeres,18
69720,69721,2020,Baja California Sur,3,100,Hombres,6
69721,69722,2020,Baja California Sur,3,100,Mujeres,13
69722,69723,2020,Baja California Sur,3,101,Hombres,3
69723,69724,2020,Baja California Sur,3,101,Mujeres,10
69724,69725,2020,Baja California Sur,3,102,Hombres,2
69725,69726,2020,Baja California Sur,3,102,Mujeres,7
69726,69727,2020,Baja California Sur,3,103,Hombres,1
69727,69728,2020,Baja California Sur,3,103,Mujeres,4
69728,69729,2020,Baja California Sur,3,104,Hombres,1
69729,69730,2020,Baja California Sur,3,104,Mujeres,2
69730,69731,2020,Baja California Sur,3,105,Hombres,1
69731,69732,2020,Baja California Sur,3,105,Mujeres,1
69732,69733,2020,Baja California Sur,3,106,Hombres,1
69733,69734,2020,Baja California Sur,3,106,Mujeres,1
69734,69735,2020,Baja California Sur,3,107,Hombres,0
69735,69736,2020,Baja California Sur,3,107,Mujeres,1
69736,69737,2020,Baja California Sur,3,108,Hombres,0
69737,69738,2020,Baja California Sur,3,108,Mujeres,0
69738,69739,2020,Baja California Sur,3,109,Hombres,0
69739,69740,2020,Baja California Sur,3,109,Mujeres,0
87560,87561,2020,Campeche,4,0,Hombres,8997
87561,87562,2020,Campeche,4,0,Mujeres,8683
87562,87563,2020,Campeche,4,1,Hombres,9063
87563,87564,2020,Campeche,4,1,Mujeres,8764
87564,87565,2020,Campeche,4,2,Hombres,9070
87565,87566,2020,Campeche,4,2,Mujeres,8785
87566,87567,2020,Campeche,4,3,Hombres,9140
87567,87568,2020,Campeche,4,3,Mujeres,8869
87568,87569,2020,Campeche,4,4,Hombres,9229
87569,87570,2020,Campeche,4,4,Mujeres,9081
87570,87571,2020,Campeche,4,5,Hombres,9171
87571,87572,2020,Campeche,4,5,Mujeres,9052
87572,87573,2020,Campeche,4,6,Hombres,9074
87573,87574,2020,Campeche,4,6,Mujeres,8958
87574,87575,2020,Campeche,4,7,Hombres,8982
87575,87576,2020,Campeche,4,7,Mujeres,8851
87576,87577,2020,Campeche,4,8,Hombres,8884
87577,87578,2020,Campeche,4,8,Mujeres,8735
87578,87579,2020,Campeche,4,9,Hombres,8799
87579,87580,2020,Campeche,4,9,Mujeres,8648
87580,87581,2020,Campeche,4,10,Hombres,8737
87581,87582,2020,Campeche,4,10,Mujeres,8588
87582,87583,2020,Campeche,4,11,Hombres,8683
87583,87584,2020,Campeche,4,11,Mujeres,8541
87584,87585,2020,Campeche,4,12,Hombres,8631
87585,87586,2020,Campeche,4,12,Mujeres,8493
87586,87587,2020,Campeche,4,13,Hombres,8596
87587,87588,2020,Campeche,4,13,Mujeres,8452
87588,87589,2020,Campeche,4,14,Hombres,8576
87589,87590,2020,Campeche,4,14,Mujeres,8429
87590,87591,2020,Campeche,4,15,Hombres,8559
87591,87592,2020,Campeche,4,15,Mujeres,8424
87592,87593,2020,Campeche,4,16,Hombres,8525
87593,87594,2020,Campeche,4,16,Mujeres,8413
87594,87595,2020,Campeche,4,17,Hombres,8492
87595,87596,2020,Campeche,4,17,Mujeres,8410
87596,87597,2020,Campeche,4,18,Hombres,8477
87597,87598,2020,Campeche,4,18,Mujeres,8430
87598,87599,2020,Campeche,4,19,Hombres,8464
87599,87600,2020,Campeche,4,19,Mujeres,8445
87600,87601,2020,Campeche,4,20,Hombres,8481
87601,87602,2020,Campeche,4,20,Mujeres,8462
87602,87603,2020,Campeche,4,21,Hombres,8534
87603,87604,2020,Campeche,4,21,Mujeres,8506
87604,87605,2020,Campeche,4,22,Hombres,8600
87605,87606,2020,Campeche,4,22,Mujeres,8570
87606,87607,2020,Campeche,4,23,Hombres,8677
87607,87608,2020,Campeche,4,23,Mujeres,8655
87608,87609,2020,Campeche,4,24,Hombres,8745
87609,87610,2020,Campeche,4,24,Mujeres,8737
87610,87611,2020,Campeche,4,25,Hombres,8797
87611,87612,2020,Campeche,4,25,Mujeres,8786
87612,87613,2020,Campeche,4,26,Hombres,8814
87613,87614,2020,Campeche,4,26,Mujeres,8795
87614,87615,2020,Campeche,4,27,Hombres,8795
87615,87616,2020,Campeche,4,27,Mujeres,8785
87616,87617,2020,Campeche,4,28,Hombres,8728
87617,87618,2020,Campeche,4,28,Mujeres,8752
87618,87619,2020,Campeche,4,29,Hombres,8598
87619,87620,2020,Campeche,4,29,Mujeres,8680
87620,87621,2020,Campeche,4,30,Hombres,8428
87621,87622,2020,Campeche,4,30,Mujeres,8585
87622,87623,2020,Campeche,4,31,Hombres,8251
87623,87624,2020,Campeche,4,31,Mujeres,8481
87624,87625,2020,Campeche,4,32,Hombres,8061
87625,87626,2020,Campeche,4,32,Mujeres,8357
87626,87627,2020,Campeche,4,33,Hombres,7856
87627,87628,2020,Campeche,4,33,Mujeres,8212
87628,87629,2020,Campeche,4,34,Hombres,7661
87629,87630,2020,Campeche,4,34,Mujeres,8069
87630,87631,2020,Campeche,4,35,Hombres,7455
87631,87632,2020,Campeche,4,35,Mujeres,7914
87632,87633,2020,Campeche,4,36,Hombres,7236
87633,87634,2020,Campeche,4,36,Mujeres,7746
87634,87635,2020,Campeche,4,37,Hombres,7021
87635,87636,2020,Campeche,4,37,Mujeres,7568
87636,87637,2020,Campeche,4,38,Hombres,6815
87637,87638,2020,Campeche,4,38,Mujeres,7385
87638,87639,2020,Campeche,4,39,Hombres,6638
87639,87640,2020,Campeche,4,39,Mujeres,7219
87640,87641,2020,Campeche,4,40,Hombres,6492
87641,87642,2020,Campeche,4,40,Mujeres,7064
87642,87643,2020,Campeche,4,41,Hombres,6371
87643,87644,2020,Campeche,4,41,Mujeres,6910
87644,87645,2020,Campeche,4,42,Hombres,6266
87645,87646,2020,Campeche,4,42,Mujeres,6769
87646,87647,2020,Campeche,4,43,Hombres,6187
87647,87648,2020,Campeche,4,43,Mujeres,6638
87648,87649,2020,Campeche,4,44,Hombres,6124
87649,87650,2020,Campeche,4,44,Mujeres,6519
87650,87651,2020,Campeche,4,45,Hombres,6031
87651,87652,2020,Campeche,4,45,Mujeres,6370
87652,87653,2020,Campeche,4,46,Hombres,5918
87653,87654,2020,Campeche,4,46,Mujeres,6202
87654,87655,2020,Campeche,4,47,Hombres,5780
87655,87656,2020,Campeche,4,47,Mujeres,6026
87656,87657,2020,Campeche,4,48,Hombres,5618
87657,87658,2020,Campeche,4,48,Mujeres,5838
87658,87659,2020,Campeche,4,49,Hombres,5442
87659,87660,2020,Campeche,4,49,Mujeres,5647
87660,87661,2020,Campeche,4,50,Hombres,5257
87661,87662,2020,Campeche,4,50,Mujeres,5459
87662,87663,2020,Campeche,4,51,Hombres,5064
87663,87664,2020,Campeche,4,51,Mujeres,5272
87664,87665,2020,Campeche,4,52,Hombres,4871
87665,87666,2020,Campeche,4,52,Mujeres,5093
87666,87667,2020,Campeche,4,53,Hombres,4684
87667,87668,2020,Campeche,4,53,Mujeres,4920
87668,87669,2020,Campeche,4,54,Hombres,4516
87669,87670,2020,Campeche,4,54,Mujeres,4757
87670,87671,2020,Campeche,4,55,Hombres,4349
87671,87672,2020,Campeche,4,55,Mujeres,4596
87672,87673,2020,Campeche,4,56,Hombres,4176
87673,87674,2020,Campeche,4,56,Mujeres,4433
87674,87675,2020,Campeche,4,57,Hombres,4004
87675,87676,2020,Campeche,4,57,Mujeres,4277
87676,87677,2020,Campeche,4,58,Hombres,3832
87677,87678,2020,Campeche,4,58,Mujeres,4109
87678,87679,2020,Campeche,4,59,Hombres,3665
87679,87680,2020,Campeche,4,59,Mujeres,3942
87680,87681,2020,Campeche,4,60,Hombres,3501
87681,87682,2020,Campeche,4,60,Mujeres,3769
87682,87683,2020,Campeche,4,61,Hombres,3332
87683,87684,2020,Campeche,4,61,Mujeres,3587
87684,87685,2020,Campeche,4,62,Hombres,3163
87685,87686,2020,Campeche,4,62,Mujeres,3402
87686,87687,2020,Campeche,4,63,Hombres,2991
87687,87688,2020,Campeche,4,63,Mujeres,3217
87688,87689,2020,Campeche,4,64,Hombres,2815
87689,87690,2020,Campeche,4,64,Mujeres,3031
87690,87691,2020,Campeche,4,65,Hombres,2647
87691,87692,2020,Campeche,4,65,Mujeres,2850
87692,87693,2020,Campeche,4,66,Hombres,2483
87693,87694,2020,Campeche,4,66,Mujeres,2673
87694,87695,2020,Campeche,4,67,Hombres,2328
87695,87696,2020,Campeche,4,67,Mujeres,2500
87696,87697,2020,Campeche,4,68,Hombres,2174
87697,87698,2020,Campeche,4,68,Mujeres,2327
87698,87699,2020,Campeche,4,69,Hombres,2021
87699,87700,2020,Campeche,4,69,Mujeres,2161
87700,87701,2020,Campeche,4,70,Hombres,1902
87701,87702,2020,Campeche,4,70,Mujeres,2029
87702,87703,2020,Campeche,4,71,Hombres,1770
87703,87704,2020,Campeche,4,71,Mujeres,1883
87704,87705,2020,Campeche,4,72,Hombres,1644
87705,87706,2020,Campeche,4,72,Mujeres,1743
87706,87707,2020,Campeche,4,73,Hombres,1522
87707,87708,2020,Campeche,4,73,Mujeres,1612
87708,87709,2020,Campeche,4,74,Hombres,1406
87709,87710,2020,Campeche,4,74,Mujeres,1488
87710,87711,2020,Campeche,4,75,Hombres,1295
87711,87712,2020,Campeche,4,75,Mujeres,1377
87712,87713,2020,Campeche,4,76,Hombres,1187
87713,87714,2020,Campeche,4,76,Mujeres,1272
87714,87715,2020,Campeche,4,77,Hombres,1087
87715,87716,2020,Campeche,4,77,Mujeres,1179
87716,87717,2020,Campeche,4,78,Hombres,998
87717,87718,2020,Campeche,4,78,Mujeres,1092
87718,87719,2020,Campeche,4,79,Hombres,908
87719,87720,2020,Campeche,4,79,Mujeres,1003
87720,87721,2020,Campeche,4,80,Hombres,821
87721,87722,2020,Campeche,4,80,Mujeres,917
87722,87723,2020,Campeche,4,81,Hombres,741
87723,87724,2020,Campeche,4,81,Mujeres,834
87724,87725,2020,Campeche,4,82,Hombres,666
87725,87726,2020,Campeche,4,82,Mujeres,759
87726,87727,2020,Campeche,4,83,Hombres,597
87727,87728,2020,Campeche,4,83,Mujeres,690
87728,87729,2020,Campeche,4,84,Hombres,532
87729,87730,2020,Campeche,4,84,Mujeres,626
87730,87731,2020,Campeche,4,85,Hombres,472
87731,87732,2020,Campeche,4,85,Mujeres,565
87732,87733,2020,Campeche,4,86,Hombres,417
87733,87734,2020,Campeche,4,86,Mujeres,505
87734,87735,2020,Campeche,4,87,Hombres,366
87735,87736,2020,Campeche,4,87,Mujeres,446
87736,87737,2020,Campeche,4,88,Hombres,317
87737,87738,2020,Campeche,4,88,Mujeres,393
87738,87739,2020,Campeche,4,89,Hombres,272
87739,87740,2020,Campeche,4,89,Mujeres,341
87740,87741,2020,Campeche,4,90,Hombres,230
87741,87742,2020,Campeche,4,90,Mujeres,293
87742,87743,2020,Campeche,4,91,Hombres,191
87743,87744,2020,Campeche,4,91,Mujeres,247
87744,87745,2020,Campeche,4,92,Hombres,158
87745,87746,2020,Campeche,4,92,Mujeres,206
87746,87747,2020,Campeche,4,93,Hombres,127
87747,87748,2020,Campeche,4,93,Mujeres,168
87748,87749,2020,Campeche,4,94,Hombres,102
87749,87750,2020,Campeche,4,94,Mujeres,134
87750,87751,2020,Campeche,4,95,Hombres,80
87751,87752,2020,Campeche,4,95,Mujeres,106
87752,87753,2020,Campeche,4,96,Hombres,61
87753,87754,2020,Campeche,4,96,Mujeres,81
87754,87755,2020,Campeche,4,97,Hombres,46
87755,87756,2020,Campeche,4,97,Mujeres,59
87756,87757,2020,Campeche,4,98,Hombres,33
87757,87758,2020,Campeche,4,98,Mujeres,44
87758,87759,2020,Campeche,4,99,Hombres,24
87759,87760,2020,Campeche,4,99,Mujeres,31
87760,87761,2020,Campeche,4,100,Hombres,16
87761,87762,2020,Campeche,4,100,Mujeres,21
87762,87763,2020,Campeche,4,101,Hombres,11
87763,87764,2020,Campeche,4,101,Mujeres,14
87764,87765,2020,Campeche,4,102,Hombres,7
87765,87766,2020,Campeche,4,102,Mujeres,9
87766,87767,2020,Campeche,4,103,Hombres,4
87767,87768,2020,Campeche,4,103,Mujeres,5
87768,87769,2020,Campeche,4,104,Hombres,2
87769,87770,2020,Campeche,4,104,Mujeres,3
87770,87771,2020,Campeche,4,105,Hombres,1
87771,87772,2020,Campeche,4,105,Mujeres,1
87772,87773,2020,Campeche,4,106,Hombres,1
87773,87774,2020,Campeche,4,106,Mujeres,1
87774,87775,2020,Campeche,4,107,Hombres,0
87775,87776,2020,Campeche,4,107,Mujeres,0
87776,87777,2020,Campeche,4,108,Hombres,0
87777,87778,2020,Campeche,4,108,Mujeres,0
87778,87779,2020,Campeche,4,109,Hombres,0
87779,87780,2020,Campeche,4,109,Mujeres,0
105600,105601,2020,Coahuila,5,0,Hombres,30839
105601,105602,2020,Coahuila,5,0,Mujeres,29699
105602,105603,2020,Coahuila,5,1,Hombres,30999
105603,105604,2020,Coahuila,5,1,Mujeres,29852
105604,105605,2020,Coahuila,5,2,Hombres,30911
105605,105606,2020,Coahuila,5,2,Mujeres,29762
105606,105607,2020,Coahuila,5,3,Hombres,31104
105607,105608,2020,Coahuila,5,3,Mujeres,29936
105608,105609,2020,Coahuila,5,4,Hombres,30414
105609,105610,2020,Coahuila,5,4,Mujeres,29094
105610,105611,2020,Coahuila,5,5,Hombres,30060
105611,105612,2020,Coahuila,5,5,Mujeres,28740
105612,105613,2020,Coahuila,5,6,Hombres,29696
105613,105614,2020,Coahuila,5,6,Mujeres,28391
105614,105615,2020,Coahuila,5,7,Hombres,29406
105615,105616,2020,Coahuila,5,7,Mujeres,28082
105616,105617,2020,Coahuila,5,8,Hombres,29149
105617,105618,2020,Coahuila,5,8,Mujeres,27814
105618,105619,2020,Coahuila,5,9,Hombres,28945
105619,105620,2020,Coahuila,5,9,Mujeres,27623
105620,105621,2020,Coahuila,5,10,Hombres,28816
105621,105622,2020,Coahuila,5,10,Mujeres,27481
105622,105623,2020,Coahuila,5,11,Hombres,28716
105623,105624,2020,Coahuila,5,11,Mujeres,27394
105624,105625,2020,Coahuila,5,12,Hombres,28630
105625,105626,2020,Coahuila,5,12,Mujeres,27300
105626,105627,2020,Coahuila,5,13,Hombres,28601
105627,105628,2020,Coahuila,5,13,Mujeres,27231
105628,105629,2020,Coahuila,5,14,Hombres,28625
105629,105630,2020,Coahuila,5,14,Mujeres,27225
105630,105631,2020,Coahuila,5,15,Hombres,28633
105631,105632,2020,Coahuila,5,15,Mujeres,27214
105632,105633,2020,Coahuila,5,16,Hombres,28538
105633,105634,2020,Coahuila,5,16,Mujeres,27109
105634,105635,2020,Coahuila,5,17,Hombres,28402
105635,105636,2020,Coahuila,5,17,Mujeres,26995
105636,105637,2020,Coahuila,5,18,Hombres,28276
105637,105638,2020,Coahuila,5,18,Mujeres,26897
105638,105639,2020,Coahuila,5,19,Hombres,28115
105639,105640,2020,Coahuila,5,19,Mujeres,26764
105640,105641,2020,Coahuila,5,20,Hombres,27951
105641,105642,2020,Coahuila,5,20,Mujeres,26590
105642,105643,2020,Coahuila,5,21,Hombres,27808
105643,105644,2020,Coahuila,5,21,Mujeres,26408
105644,105645,2020,Coahuila,5,22,Hombres,27659
105645,105646,2020,Coahuila,5,22,Mujeres,26252
105646,105647,2020,Coahuila,5,23,Hombres,27509
105647,105648,2020,Coahuila,5,23,Mujeres,26138
105648,105649,2020,Coahuila,5,24,Hombres,27375
105649,105650,2020,Coahuila,5,24,Mujeres,26044
105650,105651,2020,Coahuila,5,25,Hombres,27207
105651,105652,2020,Coahuila,5,25,Mujeres,25909
105652,105653,2020,Coahuila,5,26,Hombres,26913
105653,105654,2020,Coahuila,5,26,Mujeres,25666
105654,105655,2020,Coahuila,5,27,Hombres,26530
105655,105656,2020,Coahuila,5,27,Mujeres,25387
105656,105657,2020,Coahuila,5,28,Hombres,26035
105657,105658,2020,Coahuila,5,28,Mujeres,25054
105658,105659,2020,Coahuila,5,29,Hombres,25408
105659,105660,2020,Coahuila,5,29,Mujeres,24655
105660,105661,2020,Coahuila,5,30,Hombres,24779
105661,105662,2020,Coahuila,5,30,Mujeres,24262
105662,105663,2020,Coahuila,5,31,Hombres,24214
105663,105664,2020,Coahuila,5,31,Mujeres,23934
105664,105665,2020,Coahuila,5,32,Hombres,23646
105665,105666,2020,Coahuila,5,32,Mujeres,23608
105666,105667,2020,Coahuila,5,33,Hombres,23105
105667,105668,2020,Coahuila,5,33,Mujeres,23296
105668,105669,2020,Coahuila,5,34,Hombres,22598
105669,105670,2020,Coahuila,5,34,Mujeres,23013
105670,105671,2020,Coahuila,5,35,Hombres,22098
105671,105672,2020,Coahuila,5,35,Mujeres,22755
105672,105673,2020,Coahuila,5,36,Hombres,21613
105673,105674,2020,Coahuila,5,36,Mujeres,22517
105674,105675,2020,Coahuila,5,37,Hombres,21173
105675,105676,2020,Coahuila,5,37,Mujeres,22317
105676,105677,2020,Coahuila,5,38,Hombres,20785
105677,105678,2020,Coahuila,5,38,Mujeres,22141
105678,105679,2020,Coahuila,5,39,Hombres,20476
105679,105680,2020,Coahuila,5,39,Mujeres,21995
105680,105681,2020,Coahuila,5,40,Hombres,20252
105681,105682,2020,Coahuila,5,40,Mujeres,21886
105682,105683,2020,Coahuila,5,41,Hombres,20098
105683,105684,2020,Coahuila,5,41,Mujeres,21802
105684,105685,2020,Coahuila,5,42,Hombres,20006
105685,105686,2020,Coahuila,5,42,Mujeres,21734
105686,105687,2020,Coahuila,5,43,Hombres,19971
105687,105688,2020,Coahuila,5,43,Mujeres,21676
105688,105689,2020,Coahuila,5,44,Hombres,19974
105689,105690,2020,Coahuila,5,44,Mujeres,21611
105690,105691,2020,Coahuila,5,45,Hombres,19878
105691,105692,2020,Coahuila,5,45,Mujeres,21391
105692,105693,2020,Coahuila,5,46,Hombres,19701
105693,105694,2020,Coahuila,5,46,Mujeres,21088
105694,105695,2020,Coahuila,5,47,Hombres,19427
105695,105696,2020,Coahuila,5,47,Mujeres,20686
105696,105697,2020,Coahuila,5,48,Hombres,19051
105697,105698,2020,Coahuila,5,48,Mujeres,20190
105698,105699,2020,Coahuila,5,49,Hombres,18592
105699,105700,2020,Coahuila,5,49,Mujeres,19634
105700,105701,2020,Coahuila,5,50,Hombres,18088
105701,105702,2020,Coahuila,5,50,Mujeres,19036
105702,105703,2020,Coahuila,5,51,Hombres,17545
105703,105704,2020,Coahuila,5,51,Mujeres,18409
105704,105705,2020,Coahuila,5,52,Hombres,16985
105705,105706,2020,Coahuila,5,52,Mujeres,17777
105706,105707,2020,Coahuila,5,53,Hombres,16427
105707,105708,2020,Coahuila,5,53,Mujeres,17167
105708,105709,2020,Coahuila,5,54,Hombres,15879
105709,105710,2020,Coahuila,5,54,Mujeres,16578
105710,105711,2020,Coahuila,5,55,Hombres,15330
105711,105712,2020,Coahuila,5,55,Mujeres,16006
105712,105713,2020,Coahuila,5,56,Hombres,14771
105713,105714,2020,Coahuila,5,56,Mujeres,15431
105714,105715,2020,Coahuila,5,57,Hombres,14202
105715,105716,2020,Coahuila,5,57,Mujeres,14856
105716,105717,2020,Coahuila,5,58,Hombres,13621
105717,105718,2020,Coahuila,5,58,Mujeres,14273
105718,105719,2020,Coahuila,5,59,Hombres,13021
105719,105720,2020,Coahuila,5,59,Mujeres,13678
105720,105721,2020,Coahuila,5,60,Hombres,12403
105721,105722,2020,Coahuila,5,60,Mujeres,13063
105722,105723,2020,Coahuila,5,61,Hombres,11769
105723,105724,2020,Coahuila,5,61,Mujeres,12428
105724,105725,2020,Coahuila,5,62,Hombres,11117
105725,105726,2020,Coahuila,5,62,Mujeres,11779
105726,105727,2020,Coahuila,5,63,Hombres,10466
105727,105728,2020,Coahuila,5,63,Mujeres,11132
105728,105729,2020,Coahuila,5,64,Hombres,9823
105729,105730,2020,Coahuila,5,64,Mujeres,10488
105730,105731,2020,Coahuila,5,65,Hombres,9199
105731,105732,2020,Coahuila,5,65,Mujeres,9860
105732,105733,2020,Coahuila,5,66,Hombres,8579
105733,105734,2020,Coahuila,5,66,Mujeres,9241
105734,105735,2020,Coahuila,5,67,Hombres,8001
105735,105736,2020,Coahuila,5,67,Mujeres,8637
105736,105737,2020,Coahuila,5,68,Hombres,7418
105737,105738,2020,Coahuila,5,68,Mujeres,8048
105738,105739,2020,Coahuila,5,69,Hombres,6850
105739,105740,2020,Coahuila,5,69,Mujeres,7486
105740,105741,2020,Coahuila,5,70,Hombres,6405
105741,105742,2020,Coahuila,5,70,Mujeres,7054
105742,105743,2020,Coahuila,5,71,Hombres,5935
105743,105744,2020,Coahuila,5,71,Mujeres,6581
105744,105745,2020,Coahuila,5,72,Hombres,5485
105745,105746,2020,Coahuila,5,72,Mujeres,6133
105746,105747,2020,Coahuila,5,73,Hombres,5061
105747,105748,2020,Coahuila,5,73,Mujeres,5707
105748,105749,2020,Coahuila,5,74,Hombres,4655
105749,105750,2020,Coahuila,5,74,Mujeres,5304
105750,105751,2020,Coahuila,5,75,Hombres,4275
105751,105752,2020,Coahuila,5,75,Mujeres,4921
105752,105753,2020,Coahuila,5,76,Hombres,3906
105753,105754,2020,Coahuila,5,76,Mujeres,4547
105754,105755,2020,Coahuila,5,77,Hombres,3566
105755,105756,2020,Coahuila,5,77,Mujeres,4199
105756,105757,2020,Coahuila,5,78,Hombres,3256
105757,105758,2020,Coahuila,5,78,Mujeres,3880
105758,105759,2020,Coahuila,5,79,Hombres,2949
105759,105760,2020,Coahuila,5,79,Mujeres,3552
105760,105761,2020,Coahuila,5,80,Hombres,2654
105761,105762,2020,Coahuila,5,80,Mujeres,3234
105762,105763,2020,Coahuila,5,81,Hombres,2378
105763,105764,2020,Coahuila,5,81,Mujeres,2935
105764,105765,2020,Coahuila,5,82,Hombres,2123
105765,105766,2020,Coahuila,5,82,Mujeres,2653
105766,105767,2020,Coahuila,5,83,Hombres,1882
105767,105768,2020,Coahuila,5,83,Mujeres,2385
105768,105769,2020,Coahuila,5,84,Hombres,1664
105769,105770,2020,Coahuila,5,84,Mujeres,2129
105770,105771,2020,Coahuila,5,85,Hombres,1460
105771,105772,2020,Coahuila,5,85,Mujeres,1890
105772,105773,2020,Coahuila,5,86,Hombres,1270
105773,105774,2020,Coahuila,5,86,Mujeres,1667
105774,105775,2020,Coahuila,5,87,Hombres,1097
105775,105776,2020,Coahuila,5,87,Mujeres,1458
105776,105777,2020,Coahuila,5,88,Hombres,938
105777,105778,2020,Coahuila,5,88,Mujeres,1261
105778,105779,2020,Coahuila,5,89,Hombres,792
105779,105780,2020,Coahuila,5,89,Mujeres,1075
105780,105781,2020,Coahuila,5,90,Hombres,658
105781,105782,2020,Coahuila,5,90,Mujeres,901
105782,105783,2020,Coahuila,5,91,Hombres,537
105783,105784,2020,Coahuila,5,91,Mujeres,743
105784,105785,2020,Coahuila,5,92,Hombres,433
105785,105786,2020,Coahuila,5,92,Mujeres,608
105786,105787,2020,Coahuila,5,93,Hombres,340
105787,105788,2020,Coahuila,5,93,Mujeres,484
105788,105789,2020,Coahuila,5,94,Hombres,265
105789,105790,2020,Coahuila,5,94,Mujeres,382
105790,105791,2020,Coahuila,5,95,Hombres,201
105791,105792,2020,Coahuila,5,95,Mujeres,296
105792,105793,2020,Coahuila,5,96,Hombres,150
105793,105794,2020,Coahuila,5,96,Mujeres,224
105794,105795,2020,Coahuila,5,97,Hombres,109
105795,105796,2020,Coahuila,5,97,Mujeres,165
105796,105797,2020,Coahuila,5,98,Hombres,76
105797,105798,2020,Coahuila,5,98,Mujeres,119
105798,105799,2020,Coahuila,5,99,Hombres,52
105799,105800,2020,Coahuila,5,99,Mujeres,82
105800,105801,2020,Coahuila,5,100,Hombres,35
105801,105802,2020,Coahuila,5,100,Mujeres,56
105802,105803,2020,Coahuila,5,101,Hombres,22
105803,105804,2020,Coahuila,5,101,Mujeres,36
105804,105805,2020,Coahuila,5,102,Hombres,14
105805,105806,2020,Coahuila,5,102,Mujeres,22
105806,105807,2020,Coahuila,5,103,Hombres,8
105807,105808,2020,Coahuila,5,103,Mujeres,13
105808,105809,2020,Coahuila,5,104,Hombres,5
105809,105810,2020,Coahuila,5,104,Mujeres,8
105810,105811,2020,Coahuila,5,105,Hombres,3
105811,105812,2020,Coahuila,5,105,Mujeres,4
105812,105813,2020,Coahuila,5,106,Hombres,2
105813,105814,2020,Coahuila,5,106,Mujeres,2
105814,105815,2020,Coahuila,5,107,Hombres,0
105815,105816,2020,Coahuila,5,107,Mujeres,1
105816,105817,2020,Coahuila,5,108,Hombres,0
105817,105818,2020,Coahuila,5,108,Mujeres,0
105818,105819,2020,Coahuila,5,109,Hombres,0
105819,105820,2020,Coahuila,5,109,Mujeres,0
123640,123641,2020,Colima,6,0,Hombres,6818
123641,123642,2020,Colima,6,0,Mujeres,6561
123642,123643,2020,Colima,6,1,Hombres,6883
123643,123644,2020,Colima,6,1,Mujeres,6611
123644,123645,2020,Colima,6,2,Hombres,6919
123645,123646,2020,Colima,6,2,Mujeres,6627
123646,123647,2020,Colima,6,3,Hombres,6986
123647,123648,2020,Colima,6,3,Mujeres,6677
123648,123649,2020,Colima,6,4,Hombres,7053
123649,123650,2020,Colima,6,4,Mujeres,6629
123650,123651,2020,Colima,6,5,Hombres,7038
123651,123652,2020,Colima,6,5,Mujeres,6572
123652,123653,2020,Colima,6,6,Hombres,7002
123653,123654,2020,Colima,6,6,Mujeres,6516
123654,123655,2020,Colima,6,7,Hombres,6962
123655,123656,2020,Colima,6,7,Mujeres,6462
123656,123657,2020,Colima,6,8,Hombres,6916
123657,123658,2020,Colima,6,8,Mujeres,6417
123658,123659,2020,Colima,6,9,Hombres,6872
123659,123660,2020,Colima,6,9,Mujeres,6383
123660,123661,2020,Colima,6,10,Hombres,6849
123661,123662,2020,Colima,6,10,Mujeres,6363
123662,123663,2020,Colima,6,11,Hombres,6838
123663,123664,2020,Colima,6,11,Mujeres,6359
123664,123665,2020,Colima,6,12,Hombres,6826
123665,123666,2020,Colima,6,12,Mujeres,6354
123666,123667,2020,Colima,6,13,Hombres,6819
123667,123668,2020,Colima,6,13,Mujeres,6356
123668,123669,2020,Colima,6,14,Hombres,6810
123669,123670,2020,Colima,6,14,Mujeres,6369
123670,123671,2020,Colima,6,15,Hombres,6794
123671,123672,2020,Colima,6,15,Mujeres,6387
123672,123673,2020,Colima,6,16,Hombres,6759
123673,123674,2020,Colima,6,16,Mujeres,6398
123674,123675,2020,Colima,6,17,Hombres,6718
123675,123676,2020,Colima,6,17,Mujeres,6412
123676,123677,2020,Colima,6,18,Hombres,6689
123677,123678,2020,Colima,6,18,Mujeres,6441
123678,123679,2020,Colima,6,19,Hombres,6658
123679,123680,2020,Colima,6,19,Mujeres,6460
123680,123681,2020,Colima,6,20,Hombres,6636
123681,123682,2020,Colima,6,20,Mujeres,6474
123682,123683,2020,Colima,6,21,Hombres,6637
123683,123684,2020,Colima,6,21,Mujeres,6493
123684,123685,2020,Colima,6,22,Hombres,6652
123685,123686,2020,Colima,6,22,Mujeres,6528
123686,123687,2020,Colima,6,23,Hombres,6678
123687,123688,2020,Colima,6,23,Mujeres,6580
123688,123689,2020,Colima,6,24,Hombres,6711
