,RENGLON,AÑO,ENTIDAD,CVE_GEO,EDAD,SEXO,POBLACION
15400,15401,2020,República Mexicana,0,0,Hombres,1091687
15401,15402,2020,República Mexicana,0,0,Mujeres,1052401
15402,15403,2020,República Mexicana,0,1,Hombres,1097654
15403,15404,2020,República Mexicana,0,1,Mujeres,1058807
15404,15405,2020,República Mexicana,0,2,Hombres,1105012
15405,15406,2020,República Mexicana,0,2,Mujeres,1066122
15406,15407,2020,República Mexicana,0,3,Hombres,1112736
15407,15408,2020,República Mexicana,0,3,Mujeres,1073481
15408,15409,2020,República Mexicana,0,4,Hombres,1117823
15409,15410,2020,República Mexicana,0,4,Mujeres,1078372
15410,15411,2020,República Mexicana,0,5,Hombres,1122224
15411,15412,2020,República Mexicana,0,5,Mujeres,1082829
15412,15413,2020,República Mexicana,0,6,Hombres,1123663
15413,15414,2020,República Mexicana,0,6,Mujeres,1084518
15414,15415,2020,República Mexicana,0,7,Hombres,1125341
15415,15416,2020,República Mexicana,0,7,Mujeres,1085467
15416,15417,2020,República Mexicana,0,8,Hombres,1126119
15417,15418,2020,República Mexicana,0,8,Mujeres,1085883
15418,15419,2020,República Mexicana,0,9,Hombres,1127101
15419,15420,2020,República Mexicana,0,9,Mujeres,1087309
15420,15421,2020,República Mexicana,0,10,Hombres,1129120
15421,15422,2020,República Mexicana,0,10,Mujeres,1089031
15422,15423,2020,República Mexicana,0,11,Hombres,1131133
15423,15424,2020,República Mexicana,0,11,Mujeres,1091745
15424,15425,2020,República Mexicana,0,12,Hombres,1132252
15425,15426,2020,República Mexicana,0,12,Mujeres,1093059
15426,15427,2020,República Mexicana,0,13,Hombres,1134445
15427,15428,2020,República Mexicana,0,13,Mujeres,1094271
15428,15429,2020,República Mexicana,0,14,Hombres,1136670
15429,15430,2020,República Mexicana,0,14,Mujeres,1096580
15430,15431,2020,República Mexicana,0,15,Hombres,1136610
15431,15432,2020,República Mexicana,0,15,Mujeres,1097458
15432,15433,2020,República Mexicana,0,16,Hombres,1131080
15433,15434,2020,República Mexicana,0,16,Mujeres,1094020
15434,15435,2020,República Mexicana,0,17,Hombres,1123516
15435,15436,2020,República Mexicana,0,17,Mujeres,1090074
15436,15437,2020,República Mexicana,0,18,Hombres,1116304
15437,15438,2020,República Mexicana,0,18,Mujeres,1087150
15438,15439,2020,República Mexicana,0,19,Hombres,1108369
15439,15440,2020,República Mexicana,0,19,Mujeres,1083457
15440,15441,2020,República Mexicana,0,20,Hombres,1101614
15441,15442,2020,República Mexicana,0,20,Mujeres,1079173
15442,15443,2020,República Mexicana,0,21,Hombres,1096763
15443,15444,2020,República Mexicana,0,21,Mujeres,1075367
15444,15445,2020,República Mexicana,0,22,Hombres,1092682
15445,15446,2020,República Mexicana,0,22,Mujeres,1073562
15446,15447,2020,República Mexicana,0,23,Hombres,1089411
15447,15448,2020,República Mexicana,0,23,Mujeres,1074307
15448,15449,2020,República Mexicana,0,24,Hombres,1087107
15449,15450,2020,República Mexicana,0,24,Mujeres,1076216
15450,15451,2020,República Mexicana,0,25,Hombres,1083799
15451,15452,2020,República Mexicana,0,25,Mujeres,1076571
15452,15453,2020,República Mexicana,0,26,Hombres,1075914
15453,15454,2020,República Mexicana,0,26,Mujeres,1072746
15454,15455,2020,República Mexicana,0,27,Hombres,1064425
15455,15456,2020,República Mexicana,0,27,Mujeres,1066952
15456,15457,2020,República Mexicana,0,28,Hombres,1048058
15457,15458,2020,República Mexicana,0,28,Mujeres,1058863
15458,15459,2020,República Mexicana,0,29,Hombres,1025774
15459,15460,2020,República Mexicana,0,29,Mujeres,1046978
15460,15461,2020,República Mexicana,0,30,Hombres,1002108
15461,15462,2020,República Mexicana,0,30,Mujeres,1034292
15462,15463,2020,República Mexicana,0,31,Hombres,979766
15463,15464,2020,República Mexicana,0,31,Mujeres,1022936
15464,15465,2020,República Mexicana,0,32,Hombres,956251
15465,15466,2020,República Mexicana,0,32,Mujeres,1010182
15466,15467,2020,República Mexicana,0,33,Hombres,932703
15467,15468,2020,República Mexicana,0,33,Mujeres,996427
15468,15469,2020,República Mexicana,0,34,Hombres,909880
15469,15470,2020,República Mexicana,0,34,Mujeres,982517
15470,15471,2020,República Mexicana,0,35,Hombres,887098
15471,15472,2020,República Mexicana,0,35,Mujeres,968344
15472,15473,2020,República Mexicana,0,36,Hombres,864376
15473,15474,2020,República Mexicana,0,36,Mujeres,954017
15474,15475,2020,República Mexicana,0,37,Hombres,842922
15475,15476,2020,República Mexicana,0,37,Mujeres,940160
15476,15477,2020,República Mexicana,0,38,Hombres,823424
15477,15478,2020,República Mexicana,0,38,Mujeres,926656
15478,15479,2020,República Mexicana,0,39,Hombres,806744
15479,15480,2020,República Mexicana,0,39,Mujeres,913879
15480,15481,2020,República Mexicana,0,40,Hombres,793557
15481,15482,2020,República Mexicana,0,40,Mujeres,902423
15482,15483,2020,República Mexicana,0,41,Hombres,783684
15483,15484,2020,República Mexicana,0,41,Mujeres,892232
15484,15485,2020,República Mexicana,0,42,Hombres,776755
15485,15486,2020,República Mexicana,0,42,Mujeres,883168
15486,15487,2020,República Mexicana,0,43,Hombres,772504
15487,15488,2020,República Mexicana,0,43,Mujeres,875150
15488,15489,2020,República Mexicana,0,44,Hombres,770091
15489,15490,2020,República Mexicana,0,44,Mujeres,867726
15490,15491,2020,República Mexicana,0,45,Hombres,763900
15491,15492,2020,República Mexicana,0,45,Mujeres,855445
15492,15493,2020,República Mexicana,0,46,Hombres,755106
15493,15494,2020,República Mexicana,0,46,Mujeres,840602
15494,15495,2020,República Mexicana,0,47,Hombres,742891
15495,15496,2020,República Mexicana,0,47,Mujeres,822899
15496,15497,2020,República Mexicana,0,48,Hombres,727356
15497,15498,2020,República Mexicana,0,48,Mujeres,802595
15498,15499,2020,República Mexicana,0,49,Hombres,709087
15499,15500,2020,República Mexicana,0,49,Mujeres,780716
15500,15501,2020,República Mexicana,0,50,Hombres,689830
15501,15502,2020,República Mexicana,0,50,Mujeres,757916
15502,15503,2020,República Mexicana,0,51,Hombres,669464
15503,15504,2020,República Mexicana,0,51,Mujeres,734584
15504,15505,2020,República Mexicana,0,52,Hombres,648706
15505,15506,2020,República Mexicana,0,52,Mujeres,711431
15506,15507,2020,República Mexicana,0,53,Hombres,628210
15507,15508,2020,República Mexicana,0,53,Mujeres,688981
15508,15509,2020,República Mexicana,0,54,Hombres,608191
15509,15510,2020,República Mexicana,0,54,Mujeres,667410
15510,15511,2020,República Mexicana,0,55,Hombres,588320
15511,15512,2020,República Mexicana,0,55,Mujeres,646276
15512,15513,2020,República Mexicana,0,56,Hombres,568276
15513,15514,2020,República Mexicana,0,56,Mujeres,625200
15514,15515,2020,República Mexicana,0,57,Hombres,547962
15515,15516,2020,República Mexicana,0,57,Mujeres,604056
15516,15517,2020,República Mexicana,0,58,Hombres,527022
15517,15518,2020,República Mexicana,0,58,Mujeres,582367
15518,15519,2020,República Mexicana,0,59,Hombres,505276
15519,15520,2020,República Mexicana,0,59,Mujeres,559844
15520,15521,2020,República Mexicana,0,60,Hombres,482673
15521,15522,2020,República Mexicana,0,60,Mujeres,536378
15522,15523,2020,República Mexicana,0,61,Hombres,459276
15523,15524,2020,República Mexicana,0,61,Mujeres,512018
15524,15525,2020,República Mexicana,0,62,Hombres,435347
15525,15526,2020,República Mexicana,0,62,Mujeres,487088
15526,15527,2020,República Mexicana,0,63,Hombres,411240
15527,15528,2020,República Mexicana,0,63,Mujeres,461979
15528,15529,2020,República Mexicana,0,64,Hombres,387375
15529,15530,2020,República Mexicana,0,64,Mujeres,437155
15530,15531,2020,República Mexicana,0,65,Hombres,364022
15531,15532,2020,República Mexicana,0,65,Mujeres,412881
15532,15533,2020,República Mexicana,0,66,Hombres,340623
15533,15534,2020,República Mexicana,0,66,Mujeres,389005
15534,15535,2020,República Mexicana,0,67,Hombres,318809
15535,15536,2020,República Mexicana,0,67,Mujeres,365447
15536,15537,2020,República Mexicana,0,68,Hombres,296843
15537,15538,2020,República Mexicana,0,68,Mujeres,342414
15538,15539,2020,República Mexicana,0,69,Hombres,275479
15539,15540,2020,República Mexicana,0,69,Mujeres,320050
15540,15541,2020,República Mexicana,0,70,Hombres,259023
15541,15542,2020,República Mexicana,0,70,Mujeres,303128
15542,15543,2020,República Mexicana,0,71,Hombres,241330
15543,15544,2020,República Mexicana,0,71,Mujeres,284171
15544,15545,2020,República Mexicana,0,72,Hombres,224378
15545,15546,2020,República Mexicana,0,72,Mujeres,266037
15546,15547,2020,República Mexicana,0,73,Hombres,208235
15547,15548,2020,República Mexicana,0,73,Mujeres,248778
15548,15549,2020,República Mexicana,0,74,Hombres,192781
15549,15550,2020,República Mexicana,0,74,Mujeres,232213
15550,15551,2020,República Mexicana,0,75,Hombres,178113
15551,15552,2020,República Mexicana,0,75,Mujeres,216485
15552,15553,2020,República Mexicana,0,76,Hombres,163839
15553,15554,2020,República Mexicana,0,76,Mujeres,201075
15554,15555,2020,República Mexicana,0,77,Hombres,150405
15555,15556,2020,República Mexicana,0,77,Mujeres,186497
15556,15557,2020,República Mexicana,0,78,Hombres,138106
15557,15558,2020,República Mexicana,0,78,Mujeres,173102
15558,15559,2020,República Mexicana,0,79,Hombres,125740
15559,15560,2020,República Mexicana,0,79,Mujeres,159393
15560,15561,2020,República Mexicana,0,80,Hombres,113761
15561,15562,2020,República Mexicana,0,80,Mujeres,145905
15562,15563,2020,República Mexicana,0,81,Hombres,102420
15563,15564,2020,República Mexicana,0,81,Mujeres,132960
15564,15565,2020,República Mexicana,0,82,Hombres,91843
15565,15566,2020,República Mexicana,0,82,Mujeres,120725
15566,15567,2020,República Mexicana,0,83,Hombres,81944
15567,15568,2020,República Mexicana,0,83,Mujeres,109091
15568,15569,2020,República Mexicana,0,84,Hombres,72714
15569,15570,2020,República Mexicana,0,84,Mujeres,98036
15570,15571,2020,República Mexicana,0,85,Hombres,64171
15571,15572,2020,República Mexicana,0,85,Mujeres,87597
15572,15573,2020,República Mexicana,0,86,Hombres,56240
15573,15574,2020,República Mexicana,0,86,Mujeres,77692
15574,15575,2020,República Mexicana,0,87,Hombres,48874
15575,15576,2020,República Mexicana,0,87,Mujeres,68304
15576,15577,2020,República Mexicana,0,88,Hombres,42068
15577,15578,2020,República Mexicana,0,88,Mujeres,59480
15578,15579,2020,República Mexicana,0,89,Hombres,35741
15579,15580,2020,República Mexicana,0,89,Mujeres,51137
15580,15581,2020,República Mexicana,0,90,Hombres,29894
15581,15582,2020,República Mexicana,0,90,Mujeres,43307
15582,15583,2020,República Mexicana,0,91,Hombres,24556
15583,15584,2020,República Mexicana,0,91,Mujeres,36041
15584,15585,2020,República Mexicana,0,92,Hombres,20029
15585,15586,2020,República Mexicana,0,92,Mujeres,29790
15586,15587,2020,República Mexicana,0,93,Hombres,15935
15587,15588,2020,República Mexicana,0,93,Mujeres,24009
15588,15589,2020,República Mexicana,0,94,Hombres,12572
15589,15590,2020,República Mexicana,0,94,Mujeres,19184
15590,15591,2020,República Mexicana,0,95,Hombres,9734
15591,15592,2020,República Mexicana,0,95,Mujeres,15036
15592,15593,2020,República Mexicana,0,96,Hombres,7367
15593,15594,2020,República Mexicana,0,96,Mujeres,11513
15594,15595,2020,República Mexicana,0,97,Hombres,5444
15595,15596,2020,República Mexicana,0,97,Mujeres,8599
15596,15597,2020,República Mexicana,0,98,Hombres,3916
15597,15598,2020,República Mexicana,0,98,Mujeres,6249
15598,15599,2020,República Mexicana,0,99,Hombres,2736
15599,15600,2020,República Mexicana,0,99,Mujeres,4405
15600,15601,2020,República Mexicana,0,100,Hombres,1852
15601,15602,2020,República Mexicana,0,100,Mujeres,3007
15602,15603,2020,República Mexicana,0,101,Hombres,1212
15603,15604,2020,República Mexicana,0,101,Mujeres,1983
15604,15605,2020,República Mexicana,0,102,Hombres,766
15605,15606,2020,República Mexicana,0,102,Mujeres,1260
15606,15607,2020,República Mexicana,0,103,Hombres,466
15607,15608,2020,República Mexicana,0,103,Mujeres,769
15608,15609,2020,República Mexicana,0,104,Hombres,270
15609,15610,2020,República Mexicana,0,104,Mujeres,449
15610,15611,2020,República Mexicana,0,105,Hombres,150
15611,15612,2020,República Mexicana,0,105,Mujeres,249
15612,15613,2020,República Mexicana,0,106,Hombres,78
15613,15614,2020,República Mexicana,0,106,Mujeres,131
15614,15615,2020,República Mexicana,0,107,Hombres,38
15615,15616,2020,República Mexicana,0,107,Mujeres,64
15616,15617,2020,República Mexicana,0,108,Hombres,18
15617,15618,2020,República Mexicana,0,108,Mujeres,29
15618,15619,2020,República Mexicana,0,109,Hombres,7
15619,15620,2020,República Mexicana,0,109,Mujeres,12
33440,33441,2020,Aguascalientes,1,0,Hombres,12527
33441,33442,2020,Aguascalientes,1,0,Mujeres,12072
33442,33443,2020,Aguascalientes,1,1,Hombres,12540
33443,33444,2020,Aguascalientes,1,1,Mujeres,12100
33444,33445,2020,Aguascalientes,1,2,Hombres,12680
33445,33446,2020,Aguascalientes,1,2,Mujeres,12249
33446,33447,2020,Aguascalientes,1,3,Hombres,12672
33447,33448,2020,Aguascalientes,1,3,Mujeres,12248
33448,33449,2020,Aguascalientes,1,4,Hombres,13110
33449,33450,2020,Aguascalientes,1,4,Mujeres,12482
33450,33451,2020,Aguascalientes,1,5,Hombres,13232
33451,33452,2020,Aguascalientes,1,5,Mujeres,12584
33452,33453,2020,Aguascalientes,1,6,Hombres,13296
33453,33454,2020,Aguascalientes,1,6,Mujeres,12658
33454,33455,2020,Aguascalientes,1,7,Hombres,13352
33455,33456,2020,Aguascalientes,1,7,Mujeres,12728
33456,33457,2020,Aguascalientes,1,8,Hombres,13396
33457,33458,2020,Aguascalientes,1,8,Mujeres,12793
33458,33459,2020,Aguascalientes,1,9,Hombres,13436
33459,33460,2020,Aguascalientes,1,9,Mujeres,12869
33460,33461,2020,Aguascalientes,1,10,Hombres,13489
33461,33462,2020,Aguascalientes,1,10,Mujeres,12943
33462,33463,2020,Aguascalientes,1,11,Hombres,13548
33463,33464,2020,Aguascalientes,1,11,Mujeres,13022
33464,33465,2020,Aguascalientes,1,12,Hombres,13594
33465,33466,2020,Aguascalientes,1,12,Mujeres,13083
33466,33467,2020,Aguascalientes,1,13,Hombres,13653
33467,33468,2020,Aguascalientes,1,13,Mujeres,13134
33468,33469,2020,Aguascalientes,1,14,Hombres,13703
33469,33470,2020,Aguascalientes,1,14,Mujeres,13191
33470,33471,2020,Aguascalientes,1,15,Hombres,13723
33471,33472,2020,Aguascalientes,1,15,Mujeres,13223
33472,33473,2020,Aguascalientes,1,16,Hombres,13684
33473,33474,2020,Aguascalientes,1,16,Mujeres,13196
33474,33475,2020,Aguascalientes,1,17,Hombres,13621
33475,33476,2020,Aguascalientes,1,17,Mujeres,13150
33476,33477,2020,Aguascalientes,1,18,Hombres,13553
33477,33478,2020,Aguascalientes,1,18,Mujeres,13102
33478,33479,2020,Aguascalientes,1,19,Hombres,13471
33479,33480,2020,Aguascalientes,1,19,Mujeres,13027
33480,33481,2020,Aguascalientes,1,20,Hombres,13392
33481,33482,2020,Aguascalientes,1,20,Mujeres,12933
33482,33483,2020,Aguascalientes,1,21,Hombres,13326
33483,33484,2020,Aguascalientes,1,21,Mujeres,12829
33484,33485,2020,Aguascalientes,1,22,Hombres,13258
33485,33486,2020,Aguascalientes,1,22,Mujeres,12740
33486,33487,2020,Aguascalientes,1,23,Hombres,13184
33487,33488,2020,Aguascalientes,1,23,Mujeres,12670
33488,33489,2020,Aguascalientes,1,24,Hombres,13113
33489,33490,2020,Aguascalientes,1,24,Mujeres,12612
33490,33491,2020,Aguascalientes,1,25,Hombres,13018
33491,33492,2020,Aguascalientes,1,25,Mujeres,12531
33492,33493,2020,Aguascalientes,1,26,Hombres,12852
33493,33494,2020,Aguascalientes,1,26,Mujeres,12400
33494,33495,2020,Aguascalientes,1,27,Hombres,12641
33495,33496,2020,Aguascalientes,1,27,Mujeres,12246
33496,33497,2020,Aguascalientes,1,28,Hombres,12365
33497,33498,2020,Aguascalientes,1,28,Mujeres,12065
33498,33499,2020,Aguascalientes,1,29,Hombres,12021
33499,33500,2020,Aguascalientes,1,29,Mujeres,11849
33500,33501,2020,Aguascalientes,1,30,Hombres,11662
33501,33502,2020,Aguascalientes,1,30,Mujeres,11628
33502,33503,2020,Aguascalientes,1,31,Hombres,11312
33503,33504,2020,Aguascalientes,1,31,Mujeres,11434
33504,33505,2020,Aguascalientes,1,32,Hombres,10953
33505,33506,2020,Aguascalientes,1,32,Mujeres,11227
33506,33507,2020,Aguascalientes,1,33,Hombres,10601
33507,33508,2020,Aguascalientes,1,33,Mujeres,11021
33508,33509,2020,Aguascalientes,1,34,Hombres,10265
33509,33510,2020,Aguascalientes,1,34,Mujeres,10821
33510,33511,2020,Aguascalientes,1,35,Hombres,9938
33511,33512,2020,Aguascalientes,1,35,Mujeres,10625
33512,33513,2020,Aguascalientes,1,36,Hombres,9615
33513,33514,2020,Aguascalientes,1,36,Mujeres,10437
33514,33515,2020,Aguascalientes,1,37,Hombres,9316
33515,33516,2020,Aguascalientes,1,37,Mujeres,10256
33516,33517,2020,Aguascalientes,1,38,Hombres,9044
33517,33518,2020,Aguascalientes,1,38,Mujeres,10091
33518,33519,2020,Aguascalientes,1,39,Hombres,8807
33519,33520,2020,Aguascalientes,1,39,Mujeres,9940
33520,33521,2020,Aguascalientes,1,40,Hombres,8619
33521,33522,2020,Aguascalientes,1,40,Mujeres,9806
33522,33523,2020,Aguascalientes,1,41,Hombres,8468
33523,33524,2020,Aguascalientes,1,41,Mujeres,9682
33524,33525,2020,Aguascalientes,1,42,Hombres,8354
33525,33526,2020,Aguascalientes,1,42,Mujeres,9577
33526,33527,2020,Aguascalientes,1,43,Hombres,8270
33527,33528,2020,Aguascalientes,1,43,Mujeres,9484
33528,33529,2020,Aguascalientes,1,44,Hombres,8208
33529,33530,2020,Aguascalientes,1,44,Mujeres,9403
33530,33531,2020,Aguascalientes,1,45,Hombres,8104
33531,33532,2020,Aguascalientes,1,45,Mujeres,9266
33532,33533,2020,Aguascalientes,1,46,Hombres,7972
33533,33534,2020,Aguascalientes,1,46,Mujeres,9097
33534,33535,2020,Aguascalientes,1,47,Hombres,7808
33535,33536,2020,Aguascalientes,1,47,Mujeres,8891
33536,33537,2020,Aguascalientes,1,48,Hombres,7611
33537,33538,2020,Aguascalientes,1,48,Mujeres,8652
33538,33539,2020,Aguascalientes,1,49,Hombres,7390
33539,33540,2020,Aguascalientes,1,49,Mujeres,8396
33540,33541,2020,Aguascalientes,1,50,Hombres,7162
33541,33542,2020,Aguascalientes,1,50,Mujeres,8130
33542,33543,2020,Aguascalientes,1,51,Hombres,6920
33543,33544,2020,Aguascalientes,1,51,Mujeres,7861
33544,33545,2020,Aguascalientes,1,52,Hombres,6684
33545,33546,2020,Aguascalientes,1,52,Mujeres,7586
33546,33547,2020,Aguascalientes,1,53,Hombres,6453
33547,33548,2020,Aguascalientes,1,53,Mujeres,7321
33548,33549,2020,Aguascalientes,1,54,Hombres,6233
33549,33550,2020,Aguascalientes,1,54,Mujeres,7059
33550,33551,2020,Aguascalientes,1,55,Hombres,6020
33551,33552,2020,Aguascalientes,1,55,Mujeres,6797
33552,33553,2020,Aguascalientes,1,56,Hombres,5809
33553,33554,2020,Aguascalientes,1,56,Mujeres,6534
33554,33555,2020,Aguascalientes,1,57,Hombres,5599
33555,33556,2020,Aguascalientes,1,57,Mujeres,6271
33556,33557,2020,Aguascalientes,1,58,Hombres,5382
33557,33558,2020,Aguascalientes,1,58,Mujeres,6005
33558,33559,2020,Aguascalientes,1,59,Hombres,5153
33559,33560,2020,Aguascalientes,1,59,Mujeres,5730
33560,33561,2020,Aguascalientes,1,60,Hombres,4911
33561,33562,2020,Aguascalientes,1,60,Mujeres,5449
33562,33563,2020,Aguascalientes,1,61,Hombres,4662
33563,33564,2020,Aguascalientes,1,61,Mujeres,5159
33564,33565,2020,Aguascalientes,1,62,Hombres,4410
33565,33566,2020,Aguascalientes,1,62,Mujeres,4867
33566,33567,2020,Aguascalientes,1,63,Hombres,4153
33567,33568,2020,Aguascalientes,1,63,Mujeres,4575
33568,33569,2020,Aguascalientes,1,64,Hombres,3899
33569,33570,2020,Aguascalientes,1,64,Mujeres,4289
33570,33571,2020,Aguascalientes,1,65,Hombres,3651
33571,33572,2020,Aguascalientes,1,65,Mujeres,4020
33572,33573,2020,Aguascalientes,1,66,Hombres,3398
33573,33574,2020,Aguascalientes,1,66,Mujeres,3759
33574,33575,2020,Aguascalientes,1,67,Hombres,3164
33575,33576,2020,Aguascalientes,1,67,Mujeres,3506
33576,33577,2020,Aguascalientes,1,68,Hombres,2928
33577,33578,2020,Aguascalientes,1,68,Mujeres,3261
33578,33579,2020,Aguascalientes,1,69,Hombres,2699
33579,33580,2020,Aguascalientes,1,69,Mujeres,3029
33580,33581,2020,Aguascalientes,1,70,Hombres,2522
33581,33582,2020,Aguascalientes,1,70,Mujeres,2850
33582,33583,2020,Aguascalientes,1,71,Hombres,2331
33583,33584,2020,Aguascalientes,1,71,Mujeres,2658
33584,33585,2020,Aguascalientes,1,72,Hombres,2151
33585,33586,2020,Aguascalientes,1,72,Mujeres,2474
33586,33587,2020,Aguascalientes,1,73,Hombres,1982
33587,33588,2020,Aguascalientes,1,73,Mujeres,2301
33588,33589,2020,Aguascalientes,1,74,Hombres,1819
33589,33590,2020,Aguascalientes,1,74,Mujeres,2138
33590,33591,2020,Aguascalientes,1,75,Hombres,1668
33591,33592,2020,Aguascalientes,1,75,Mujeres,1985
33592,33593,2020,Aguascalientes,1,76,Hombres,1520
33593,33594,2020,Aguascalientes,1,76,Mujeres,1839
33594,33595,2020,Aguascalientes,1,77,Hombres,1383
33595,33596,2020,Aguascalientes,1,77,Mujeres,1698
33596,33597,2020,Aguascalientes,1,78,Hombres,1255
33597,33598,2020,Aguascalientes,1,78,Mujeres,1571
33598,33599,2020,Aguascalientes,1,79,Hombres,1129
33599,33600,2020,Aguascalientes,1,79,Mujeres,1445
33600,33601,2020,Aguascalientes,1,80,Hombres,1010
33601,33602,2020,Aguascalientes,1,80,Mujeres,1318
33602,33603,2020,Aguascalientes,1,81,Hombres,900
33603,33604,2020,Aguascalientes,1,81,Mujeres,1198
33604,33605,2020,Aguascalientes,1,82,Hombres,798
33605,33606,2020,Aguascalientes,1,82,Mujeres,1086
33606,33607,2020,Aguascalientes,1,83,Hombres,701
33607,33608,2020,Aguascalientes,1,83,Mujeres,985
33608,33609,2020,Aguascalientes,1,84,Hombres,615
33609,33610,2020,Aguascalientes,1,84,Mujeres,884
33610,33611,2020,Aguascalientes,1,85,Hombres,532
33611,33612,2020,Aguascalientes,1,85,Mujeres,788
33612,33613,2020,Aguascalientes,1,86,Hombres,459
33613,33614,2020,Aguascalientes,1,86,Mujeres,701
33614,33615,2020,Aguascalientes,1,87,Hombres,394
33615,33616,2020,Aguascalientes,1,87,Mujeres,621
33616,33617,2020,Aguascalientes,1,88,Hombres,335
33617,33618,2020,Aguascalientes,1,88,Mujeres,546
33618,33619,2020,Aguascalientes,1,89,Hombres,283
33619,33620,2020,Aguascalientes,1,89,Mujeres,472
33620,33621,2020,Aguascalientes,1,90,Hombres,235
33621,33622,2020,Aguascalientes,1,90,Mujeres,400
33622,33623,2020,Aguascalientes,1,91,Hombres,191
33623,33624,2020,Aguascalientes,1,91,Mujeres,334
33624,33625,2020,Aguascalientes,1,92,Hombres,155
33625,33626,2020,Aguascalientes,1,92,Mujeres,277
33626,33627,2020,Aguascalientes,1,93,Hombres,123
33627,33628,2020,Aguascalientes,1,93,Mujeres,226
33628,33629,2020,Aguascalientes,1,94,Hombres,98
33629,33630,2020,Aguascalientes,1,94,Mujeres,183
33630,33631,2020,Aguascalientes,1,95,Hombres,76
33631,33632,2020,Aguascalientes,1,95,Mujeres,145
33632,33633,2020,Aguascalientes,1,96,Hombres,58
33633,33634,2020,Aguascalientes,1,96,Mujeres,112
33634,33635,2020,Aguascalientes,1,97,Hombres,44
33635,33636,2020,Aguascalientes,1,97,Mujeres,85
33636,33637,2020,Aguascalientes,1,98,Hombres,32
33637,33638,2020,Aguascalientes,1,98,Mujeres,62
33638,33639,2020,Aguascalientes,1,99,Hombres,23
33639,33640,2020,Aguascalientes,1,99,Mujeres,45
33640,33641,2020,Aguascalientes,1,100,Hombres,16
33641,33642,2020,Aguascalientes,1,100,Mujeres,31
33642,33643,2020,Aguascalientes,1,101,Hombres,11
33643,33644,2020,Aguascalientes,1,101,Mujeres,21
33644,33645,2020,Aguascalientes,1,102,Hombres,7
33645,33646,2020,Aguascalientes,1,102,Mujeres,13
33646,33647,2020,Aguascalientes,1,103,Hombres,5
33647,33648,2020,Aguascalientes,1,103,Mujeres,8
33648,33649,2020,Aguascalientes,1,104,Hombres,3
33649,33650,2020,Aguascalientes,1,104,Mujeres,5
33650,33651,2020,Aguascalientes,1,105,Hombres,2
33651,33652,2020,Aguascalientes,1,105,Mujeres,2
33652,33653,2020,Aguascalientes,1,106,Hombres,1
33653,33654,2020,Aguascalientes,1,106,Mujeres,1
33654,33655,2020,Aguascalientes,1,107,Hombres,0
33655,33656,2020,Aguascalientes,1,107,Mujeres,1
33656,33657,2020,Aguascalientes,1,108,Hombres,1
33657,33658,2020,Aguascalientes,1,108,Mujeres,0
33658,33659,2020,Aguascalientes,1,109,Hombres,0
33659,33660,2020,Aguascalientes,1,109,Mujeres,0
51480,51481,2020,Baja California,2,0,Hombres,29628
51481,51482,2020,Baja California,2,0,Mujeres,28550
51482,51483,2020,Baja California,2,1,Hombres,29958
51483,51484,2020,Baja California,2,1,Mujeres,28906
51484,51485,2020,Baja California,2,2,Hombres,30385
51485,51486,2020,Baja California,2,2,Mujeres,29348
51486,51487,2020,Baja California,2,3,Hombres,30682
51487,51488,2020,Baja California,2,3,Mujeres,29657
51488,51489,2020,Baja California,2,4,Hombres,30561
51489,51490,2020,Baja California,2,4,Mujeres,30138
51490,51491,2020,Baja California,2,5,Hombres,30603
51491,51492,2020,Baja California,2,5,Mujeres,30277
51492,51493,2020,Baja California,2,6,Hombres,30548
51493,51494,2020,Baja California,2,6,Mujeres,30256
51494,51495,2020,Baja California,2,7,Hombres,30522
51495,51496,2020,Baja California,2,7,Mujeres,30191
51496,51497,2020,Baja California,2,8,Hombres,30486
51497,51498,2020,Baja California,2,8,Mujeres,30099
51498,51499,2020,Baja California,2,9,Hombres,30515
51499,51500,2020,Baja California,2,9,Mujeres,30085
51500,51501,2020,Baja California,2,10,Hombres,30648
51501,51502,2020,Baja California,2,10,Mujeres,30137
51502,51503,2020,Baja California,2,11,Hombres,30813
51503,51504,2020,Baja California,2,11,Mujeres,30224
51504,51505,2020,Baja California,2,12,Hombres,30967
51505,51506,2020,Baja California,2,12,Mujeres,30273
51506,51507,2020,Baja California,2,13,Hombres,31158
51507,51508,2020,Baja California,2,13,Mujeres,30318
51508,51509,2020,Baja California,2,14,Hombres,31358
51509,51510,2020,Baja California,2,14,Mujeres,30379
51510,51511,2020,Baja California,2,15,Hombres,31568
51511,51512,2020,Baja California,2,15,Mujeres,30463
51512,51513,2020,Baja California,2,16,Hombres,31719
51513,51514,2020,Baja California,2,16,Mujeres,30501
51514,51515,2020,Baja California,2,17,Hombres,31831
51515,51516,2020,Baja California,2,17,Mujeres,30549
51516,51517,2020,Baja California,2,18,Hombres,31969
51517,51518,2020,Baja California,2,18,Mujeres,30648
51518,51519,2020,Baja California,2,19,Hombres,32023
51519,51520,2020,Baja California,2,19,Mujeres,30691
51520,51521,2020,Baja California,2,20,Hombres,32083
51521,51522,2020,Baja California,2,20,Mujeres,30704
51522,51523,2020,Baja California,2,21,Hombres,32236
51523,51524,2020,Baja California,2,21,Mujeres,30771
51524,51525,2020,Baja California,2,22,Hombres,32416
